Model,Best Parameters,CV Score,Test Score
XGBoost,"{'classifier__gamma': 0.1, 'classifier__learning_rate': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 200}",0.8445516686771211,0.834805993084902
